TITLE	
DATA TYPE	ULTRAVIOLET SPECTRUM
ORIGIN	JASCO
OWNER	
DATE	15/04/20
TIME	10:55:07
SPECTROMETER/DATA SYSTEM	
LOCALE	1045
RESOLUTION	
DELTAX	-1
XUNITS	NANOMETERS
YUNITS	REFLECTANCE
FIRSTX	  840,0000
LASTX	  190,0000
NPOINTS	     651
FIRSTY	    90,81533
MAXY	    91,33363
MINY	    38,24723
XYDATA
579,0000	88,9868
578,0000	89,2004
577,0000	89,0054
576,0000	89,0416
575,0000	89,1867
574,0000	89,1698
573,0000	89,2022
572,0000	89,2028
571,0000	89,1705
570,0000	89,0839
569,0000	89,1464
568,0000	89,2531
567,0000	89,2338
566,0000	89,33
565,0000	89,3075
564,0000	89,3706
563,0000	89,4334
562,0000	89,2313
561,0000	89,3288
560,0000	89,3669
559,0000	89,5181
558,0000	89,4848
557,0000	89,3527
556,0000	89,5212
555,0000	89,5974
554,0000	89,4432
553,0000	89,3748
552,0000	89,4055
551,0000	89,6629
550,0000	89,4362
549,0000	89,448
548,0000	89,5663
547,0000	89,3521
546,0000	89,5975
545,0000	89,6553
544,0000	89,6536
543,0000	89,6652
542,0000	89,8004
541,0000	89,623
540,0000	89,5684
539,0000	89,5382
538,0000	89,6034
537,0000	89,4013
536,0000	89,5259
535,0000	89,4979
534,0000	89,5467
533,0000	89,7816
532,0000	89,5909
531,0000	89,5986
530,0000	89,7613
529,0000	89,5572
528,0000	89,4804
527,0000	89,5228
526,0000	89,6877
525,0000	89,5005
524,0000	89,4612
523,0000	89,6705
522,0000	89,5615
521,0000	89,3452
520,0000	89,4486
519,0000	89,606
518,0000	89,2258
517,0000	89,5124
516,0000	89,2246
515,0000	89,3539
514,0000	89,3558
513,0000	89,2345
512,0000	89,3238
511,0000	89,2683
510,0000	89,1826
509,0000	89,2342
508,0000	89,261
507,0000	89,1358
506,0000	89,0285
505,0000	89,0726
504,0000	88,9779
503,0000	88,8135
502,0000	88,9902
501,0000	88,9052
500,0000	88,8672
499,0000	88,9548
498,0000	88,9333
497,0000	88,8072
496,0000	88,9386
495,0000	88,5422
494,0000	88,7085
493,0000	88,8214
492,0000	88,6895
491,0000	88,458
490,0000	88,3454
489,0000	88,4392
488,0000	88,3754
487,0000	88,338
486,0000	88,3851
485,0000	88,3279
484,0000	88,2798
483,0000	88,253
482,0000	88,2632
481,0000	88,2317
480,0000	88,2078
479,0000	87,8855
478,0000	88,1784
477,0000	88,0551
476,0000	88,0668
475,0000	87,9436
474,0000	87,8746
473,0000	87,655
472,0000	87,7894
471,0000	87,7334
470,0000	87,7771
469,0000	87,3896
468,0000	87,5254
467,0000	87,6444
466,0000	87,4804
465,0000	87,4889
464,0000	87,3642
463,0000	87,3142
462,0000	87,2134
461,0000	87,166
460,0000	87,0888
459,0000	87,279
458,0000	87,1152
457,0000	87,0272
456,0000	87,057
455,0000	87,08
454,0000	86,9555
453,0000	86,9657
452,0000	86,8001
451,0000	86,8568
450,0000	86,6949
449,0000	86,6525
448,0000	86,7128
447,0000	86,4622
446,0000	86,6619
445,0000	86,4972
444,0000	86,5149
443,0000	86,5395
442,0000	86,2427
441,0000	86,124
440,0000	86,117
439,0000	86,3572
438,0000	86,1015
437,0000	86,092
436,0000	86,1339
435,0000	85,9045
434,0000	85,9895
433,0000	86,0123
432,0000	85,7062
431,0000	85,8325
430,0000	85,892
429,0000	85,7223
428,0000	85,6329
427,0000	85,4091
426,0000	85,3933
425,0000	85,6886
424,0000	85,5328
423,0000	85,3279
422,0000	85,3459
421,0000	85,3496
420,0000	85,5422
419,0000	85,0836
418,0000	84,9909
417,0000	85,3671
416,0000	85,2562
415,0000	85,0045
414,0000	84,6803
413,0000	84,6874
412,0000	84,5247
411,0000	84,7574
410,0000	84,4054
409,0000	84,5675
408,0000	84,5566
407,0000	84,5204
406,0000	84,4598
405,0000	84,3482
404,0000	84,0968
403,0000	83,9267
402,0000	83,6286
401,0000	84,2013
400,0000	83,6989
399,0000	83,4623
398,0000	83,611
397,0000	83,465
396,0000	83,4719
395,0000	83,0863
394,0000	83,0464
393,0000	83,0515
392,0000	82,9849
391,0000	82,4911
390,0000	82,5102
389,0000	82,3131
388,0000	82,3032
387,0000	81,9936
386,0000	81,8278
385,0000	81,5751
384,0000	81,501
383,0000	81,4732
382,0000	81,203
381,0000	81,4046
380,0000	81,184
379,0000	81,1597
378,0000	80,7674
377,0000	80,2628
376,0000	80,1917
375,0000	79,6813
374,0000	79,5045
373,0000	79,8314
372,0000	79,5039
371,0000	79,4371
370,0000	79,2289
369,0000	78,8567
368,0000	78,8465
367,0000	79,7129
366,0000	79,151
365,0000	79,2416
364,0000	78,6439
363,0000	78,4395
362,0000	78,7512
361,0000	78,08
360,0000	78,2404
359,0000	77,7399
358,0000	78,2142
357,0000	77,9815
356,0000	77,6641
355,0000	77,7679
354,0000	78,1533
353,0000	77,4786
352,0000	77,9882
351,0000	77,407
350,0000	77,4425
349,0000	77,5585
348,0000	76,83
347,0000	77,3967
346,0000	76,5869
345,0000	76,8374
344,0000	77,2414
343,0000	76,676
342,0000	77,2283
341,0000	76,8282
340,0000	77,0111
339,0000	76,8178
338,0000	76,7147
337,0000	76,4069
336,0000	75,8011
335,0000	76,2945
334,0000	76,2213
333,0000	75,8412
332,0000	76,3458
331,0000	75,6166
330,0000	75,5342
329,0000	75,3318
328,0000	75,4855
327,0000	75,3435
326,0000	75,4899
325,0000	75,3584
324,0000	74,6303
323,0000	73,8634
322,0000	74,7888
321,0000	73,8071
320,0000	73,5362
319,0000	73,7724
318,0000	74,0117
317,0000	73,8783
316,0000	73,3044
315,0000	72,9976
314,0000	72,7417
313,0000	72,3903
312,0000	72,2174
311,0000	72,0994
310,0000	72,3072
309,0000	71,8681
308,0000	71,6934
307,0000	71,0294
306,0000	71,3583
305,0000	71,5145
304,0000	70,7986
303,0000	70,6229
302,0000	71,0682
301,0000	70,5364
300,0000	70,3974
299,0000	70,3728
298,0000	70,3187
297,0000	69,7956
296,0000	70,2583
295,0000	69,8745
294,0000	70,1702
293,0000	70,1586
292,0000	69,9508
291,0000	69,6451
290,0000	70,0436
289,0000	69,6902
288,0000	69,7038
287,0000	69,6712
286,0000	69,7717
285,0000	69,3183
284,0000	69,6687
283,0000	69,7705
282,0000	69,9717
281,0000	69,762
280,0000	69,585
279,0000	69,7945
278,0000	69,5884
277,0000	69,8375
276,0000	69,6224
275,0000	69,4157
274,0000	69,5356
273,0000	69,545
272,0000	69,2871
271,0000	69,2898
270,0000	69,3696
269,0000	68,6758
268,0000	68,8558
267,0000	69,2696
266,0000	68,872
265,0000	68,8167
264,0000	68,8246
263,0000	68,6653
262,0000	68,7714
261,0000	68,9136
260,0000	68,8563
259,0000	68,4351
258,0000	68,0462
257,0000	68,501
256,0000	68,187
255,0000	68,1856
254,0000	67,7847
253,0000	67,4559
252,0000	67,9766
251,0000	67,4263
250,0000	67,7196
249,0000	67,4305
248,0000	67,5186
247,0000	67,4672
246,0000	67,3592
245,0000	67,155
244,0000	67,523
243,0000	67,3858
242,0000	67,382
241,0000	67,3102
240,0000	67,4157
239,0000	67,6676
238,0000	67,2704
237,0000	67,5127
236,0000	67,2723
235,0000	67,3676
234,0000	67,1962
233,0000	67,1212
232,0000	67,4763
231,0000	67,3036
230,0000	67,1887
229,0000	66,3293
228,0000	67,0242
227,0000	66,6038
226,0000	66,4485
225,0000	66,4147
224,0000	66,9055
223,0000	66,8855
222,0000	66,7869
221,0000	66,3509
220,0000	66,1314
219,0000	65,6466
218,0000	64,8924
217,0000	65,9053
216,0000	64,7365
215,0000	65,4007
214,0000	64,6831
213,0000	64,2029
212,0000	62,2597
211,0000	63,3426
210,0000	63,0246
209,0000	62,1741
208,0000	62,1542
207,0000	60,3275
206,0000	61,1279
205,0000	62,0989
204,0000	60,3582
203,0000	60,2332
202,0000	59,6499
201,0000	60,5846
200,0000	58,4686
199,0000	57,6592
198,0000	57,6423
197,0000	55,2052
196,0000	55,5295
195,0000	54,6798
194,0000	53,1591
193,0000	50,7775
192,0000	44,2838
191,0000	45,5405
190,0000	38,2472

##### Extended Information
[Comments]
Sample name
Comment
User
Division
Company	Politechnika Swietokrzyska

[Detailed Information]
Creation date	2015-04-20 10:55

Data array type	Linear data array
Horizontal axis	Wavelength [nm]
Vertical axis	%R
Start	840 nm
End	190 nm
Data interval	1 nm
Data points	651     

[Measurement Information]
Instrument name	UV-VIS-NIR
Model name	V-670
Serial No.	B124961154

Accessory	ARSN-733
Accessory S/N	A006461124

Measurement date	2015-04-20 10:54

Parameter file	C:\Users\PolSwi\Desktop\Widma\HAp\parameter - 190-840 - sp100f.uvsp
Photometric mode	%R
Measurement range	840 - 190 nm
Data interval	1 nm
UV/Vis bandwidth	1.0 nm
NIR bandwidth	4.0 nm
Response	Fast
Scan speed	100 nm/min
Change source at	340 nm
Change grating at	850 nm
Light source	D2/WI
Filter exchange	Step
Correction	Baseline

