2000,0000	74,639
1999,0000	76,3259
1998,0000	75,7585
1997,0000	74,1444
1996,0000	76,1249
1995,0000	78,1323
1994,0000	77,1996
1993,0000	76,706
1992,0000	73,7962
1991,0000	72,8236
1990,0000	71,676
1989,0000	75,2585
1988,0000	77,4725
1987,0000	73,7959
1986,0000	74,0584
1985,0000	74,3641
1984,0000	73,46
1983,0000	78,8155
1982,0000	76,9077
1981,0000	71,8665
1980,0000	78,6676
1979,0000	79,4719
1978,0000	76,4031
1977,0000	73,0582
1976,0000	75,0689
1975,0000	77,5285
1974,0000	72,5704
1973,0000	72,2455
1972,0000	75,25
1971,0000	76,8831
1970,0000	73,2077
1969,0000	73,7167
1968,0000	70,8801
1967,0000	76,9888
1966,0000	74,9005
1965,0000	74,8457
1964,0000	77,3763
1963,0000	74,3475
1962,0000	74,368
1961,0000	71,7723
1960,0000	74,2818
1959,0000	77,4894
1958,0000	77,1509
1957,0000	74,7093
1956,0000	73,9988
1955,0000	77,6478
1954,0000	74,4893
1953,0000	75,0556
1952,0000	74,6597
1951,0000	78,8138
1950,0000	78,4259
1949,0000	73,7337
1948,0000	78,8488
1947,0000	76,3749
1946,0000	73,5963
1945,0000	76,2627
1944,0000	78,3912
1943,0000	76,5865
1942,0000	77,343
1941,0000	76,8151
1940,0000	83,8566
1939,0000	79,0846
1938,0000	69,6945
1937,0000	76,7794
1936,0000	77,8959
1935,0000	71,8846
1934,0000	73,0797
1933,0000	74,5255
1932,0000	76,3318
1931,0000	78,6003
1930,0000	78,6566
1929,0000	77,8223
1928,0000	74,2885
1927,0000	72,3609
1926,0000	77,8205
1925,0000	78,1752
1924,0000	74,4693
1923,0000	73,1425
1922,0000	80,9174
1921,0000	75,8633
1920,0000	72,71
1919,0000	77,3442
1918,0000	76,8224
1917,0000	74,4564
1916,0000	73,5008
1915,0000	77,9616
1914,0000	77,4082
1913,0000	79,5984
1912,0000	78,1543
1911,0000	74,6073
1910,0000	74,96
1909,0000	74,9529
1908,0000	74,657
1907,0000	76,78
1906,0000	74,4613
1905,0000	72,7958
1904,0000	77,1663
1903,0000	76,2149
1902,0000	56,7025
1901,0000	56,5964
1900,0000	75,5812
1899,0000	72,6694
1898,0000	74,6024
1897,0000	77,3069
1896,0000	75,909
1895,0000	77,3221
1894,0000	77,1915
1893,0000	73,635
1892,0000	75,31
1891,0000	75,0164
1890,0000	76,824
1889,0000	72,2818
1888,0000	73,5949
1887,0000	73,3168
1886,0000	75,9343
1885,0000	73,125
1884,0000	75,1747
1883,0000	75,7019
1882,0000	75,0701
1881,0000	73,6915
1880,0000	74,0218
1879,0000	72,3089
1878,0000	75,4084
1877,0000	74,3682
