TITLE	
DATA TYPE	ULTRAVIOLET SPECTRUM
ORIGIN	JASCO
OWNER	
DATE	15/04/20
TIME	10:43:57
SPECTROMETER/DATA SYSTEM	
LOCALE	1045
RESOLUTION	
DELTAX	-1
XUNITS	NANOMETERS
YUNITS	REFLECTANCE
FIRSTX	  840,0000
LASTX	  190,0000
NPOINTS	     651
FIRSTY	     4,01350
MAXY	     8,49690
MINY	     3,67527
XYDATA
582,0000	3,85556
581,0000	3,88459
580,0000	3,89205
579,0000	3,84724
578,0000	3,86835
577,0000	3,86283
576,0000	3,89126
575,0000	3,87198
574,0000	3,8727
573,0000	3,87761
572,0000	3,88603
571,0000	3,84065
570,0000	3,88418
569,0000	3,85275
568,0000	3,84857
567,0000	3,86441
566,0000	3,87819
565,0000	3,86883
564,0000	3,88708
563,0000	3,87618
562,0000	3,85901
561,0000	3,84813
560,0000	3,87033
559,0000	3,86902
558,0000	3,87058
557,0000	3,85913
556,0000	3,87315
555,0000	3,84771
554,0000	3,85618
553,0000	3,85794
552,0000	3,86576
551,0000	3,87388
550,0000	3,85385
549,0000	3,83713
548,0000	3,84497
547,0000	3,85157
546,0000	3,8666
545,0000	3,89248
544,0000	3,82754
543,0000	3,86267
542,0000	3,84274
541,0000	3,85051
540,0000	3,84822
539,0000	3,86717
538,0000	3,83407
537,0000	3,84107
536,0000	3,86502
535,0000	3,83917
534,0000	3,84961
533,0000	3,85266
532,0000	3,8527
531,0000	3,8665
530,0000	3,87013
529,0000	3,8384
528,0000	3,83147
527,0000	3,84315
526,0000	3,85138
525,0000	3,85844
524,0000	3,837
523,0000	3,85107
522,0000	3,85945
521,0000	3,85686
520,0000	3,85434
519,0000	3,85289
518,0000	3,84596
517,0000	3,82757
516,0000	3,85977
515,0000	3,83231
514,0000	3,85513
513,0000	3,83357
512,0000	3,83772
511,0000	3,83664
510,0000	3,85524
509,0000	3,82362
508,0000	3,84475
507,0000	3,82763
506,0000	3,82789
505,0000	3,84217
504,0000	3,825
503,0000	3,85304
502,0000	3,85589
501,0000	3,85315
500,0000	3,8512
499,0000	3,84469
498,0000	3,84567
497,0000	3,83675
496,0000	3,84706
495,0000	3,8593
494,0000	3,83516
493,0000	3,84677
492,0000	3,83942
491,0000	3,83307
490,0000	3,82456
489,0000	3,8381
488,0000	3,84927
487,0000	3,84043
486,0000	3,85923
485,0000	3,82007
484,0000	3,86157
483,0000	3,83946
482,0000	3,86172
481,0000	3,83581
480,0000	3,85333
479,0000	3,85229
478,0000	3,8634
477,0000	3,87606
476,0000	3,85457
475,0000	3,8632
474,0000	3,84753
473,0000	3,84717
472,0000	3,87708
471,0000	3,85915
470,0000	3,88267
469,0000	3,83949
468,0000	3,8647
467,0000	3,89838
466,0000	3,87729
465,0000	3,8634
464,0000	3,85563
463,0000	3,86997
462,0000	3,87531
461,0000	3,89626
460,0000	3,87225
459,0000	3,88156
458,0000	3,85998
457,0000	3,86468
456,0000	3,89206
455,0000	3,86182
454,0000	3,88517
453,0000	3,8508
452,0000	3,85719
451,0000	3,85786
450,0000	3,84206
449,0000	3,83022
448,0000	3,83653
447,0000	3,82936
446,0000	3,83741
445,0000	3,82102
444,0000	3,85216
443,0000	3,83624
442,0000	3,85566
441,0000	3,8477
440,0000	3,82571
439,0000	3,82618
438,0000	3,8138
437,0000	3,8225
436,0000	3,80268
435,0000	3,81059
434,0000	3,82487
433,0000	3,85305
432,0000	3,84409
431,0000	3,83927
430,0000	3,83614
429,0000	3,85959
428,0000	3,86544
427,0000	3,84591
426,0000	3,85009
425,0000	3,90478
424,0000	3,88498
423,0000	3,91665
422,0000	3,8814
421,0000	3,90742
420,0000	3,89642
419,0000	3,8714
418,0000	3,86158
417,0000	3,85533
416,0000	3,8272
415,0000	3,89322
414,0000	3,83574
413,0000	3,85752
412,0000	3,90011
411,0000	3,87489
410,0000	3,8433
409,0000	3,81024
408,0000	3,81966
407,0000	3,87934
406,0000	3,87733
405,0000	3,87665
404,0000	3,84866
403,0000	3,80927
402,0000	3,84584
401,0000	3,88037
400,0000	3,87747
399,0000	3,85857
398,0000	3,86394
397,0000	3,89544
396,0000	3,88854
395,0000	3,86148
394,0000	3,86003
393,0000	3,87535
392,0000	3,89709
391,0000	3,87682
390,0000	3,90074
389,0000	3,82919
388,0000	3,89422
387,0000	3,86511
386,0000	3,85299
385,0000	3,87299
384,0000	3,87191
383,0000	3,88711
382,0000	3,90472
381,0000	3,88825
380,0000	3,83705
379,0000	3,85401
378,0000	3,90544
377,0000	3,89591
376,0000	3,95091
375,0000	3,89463
374,0000	3,83156
373,0000	3,89234
372,0000	3,96381
371,0000	3,91608
370,0000	3,85034
369,0000	3,92116
368,0000	3,85948
367,0000	3,97695
366,0000	3,93126
365,0000	3,9071
364,0000	3,95228
363,0000	3,94406
362,0000	3,89795
361,0000	3,93666
360,0000	3,92587
359,0000	3,88573
358,0000	3,88504
357,0000	3,93245
356,0000	3,87418
355,0000	3,95536
354,0000	3,91602
353,0000	3,89781
352,0000	3,91896
351,0000	3,92436
350,0000	3,94814
349,0000	3,91081
348,0000	3,96625
347,0000	3,94079
346,0000	3,86951
345,0000	3,99388
344,0000	3,88934
343,0000	3,96659
342,0000	3,93958
341,0000	3,98928
340,0000	4,05584
339,0000	4,01638
338,0000	3,97667
337,0000	4,00457
336,0000	4,0254
335,0000	4,04956
334,0000	4,0555
333,0000	3,98674
332,0000	4,12454
331,0000	4,03368
330,0000	4,04732
329,0000	4,09797
328,0000	3,96047
327,0000	4,07219
326,0000	3,9999
325,0000	4,0381
324,0000	4,12933
323,0000	4,10375
322,0000	4,03952
321,0000	4,10375
320,0000	4,11639
319,0000	4,10666
318,0000	4,20061
317,0000	4,12962
316,0000	4,04369
315,0000	4,16267
314,0000	4,12234
